95,899; 274124693,383
201,424; 588087220,808
126,223; 364838787,049
156,399; 458383430,147
318,396; 975746831,272
231,546; 723268600,469
406,963; 1334179168,539
513,264; 1737646658,383
440,405; 1415915681,613
678,437; 2354608016,165
856,695; 3108013499,848
1058,128; 3982795881,642
1230,730; 4938537942,586
1452,458; 5950075474,977
1748,943; 7443324920,889
2072,624; 8891540803,813
2410,422; 10638004393,317
2718,890; 12194463130,292
3038,441; 13909836825,205
3386,657; 15694771683,065
3715,649; 17289810831,944
4020,235; 19369613415,727
4341,029; 21139503755,138
4692,708; 22767283710,231
5004,799; 25054330897,458
5330,468; 26739580078,209
5656,142; 28595653957,718
5981,818; 30606841425,599
6317,295; 31969925422,577
6633,099; 34099012706,618
6958,733; 35899166003,720
7284,361; 37702202559,982
7610,000; 39775202842,054
7935,617; 41588256599,131
8261,229; 43421094369,874
8586,836; 45232350495,103
8912,447; 47187374008,079
9238,036; 48827949940,421
9563,645; 50896948646,246
9889,237; 52709369937,394
10214,835; 54719748778,681
10540,418; 56484148298,018
10866,008; 58447947644,866
11191,596; 60430828710,507
11517,177; 62328638813,538
11842,750; 64077143989,084
12168,332; 66089465412,284
12493,898; 67777813005,847
12819,476; 69792675855,314
13145,047; 71692208014,736
13470,615; 73583538045,413
13796,191; 75709358580,985
14121,749; 77391148276,514
14447,314; 79303655332,400
14772,876; 81187886957,597
14994,916; 84637919525,144
